"","ID_point","ID_carre","altitude","NDVI_mean_250","NDVI_var_250","CLC_250","CLC_500","Contains_Water_250","Contains_Forest_250","Contains_Urban_250","Contains_Agri_250","Temp_range","Precip","Dist_1_bat","Bt_v_250","Bt_v_500","Dist_1_bat_log","Bt_v_250_quart","Bt_v_500_quart"
"428","100280P07",100280,-0.667270801426318,0.308304960952259,1.89404765042151,"Forest and natural","Forest and natural","1","1","0","0",-0.176845679060496,-0.451067228429549,1506.91840752207,0,0,1.4939235631298,"0","0"
"429","100280P08",100280,-0.641656046627631,0.868363925110285,1.61277008257996,"Forest and natural","Forest and natural","1","1","0","0",-0.176845679060496,-0.451067228429549,1160.84107087625,0,0,1.31510110812452,"0","0"
"430","100280P09",100280,-0.667270801426318,0.269432474968737,1.34844773315679,"Water","Forest and natural","1","1","0","0",-0.176845679060496,-0.451067228429549,1117.3415524626,0,0,1.28892590285074,"0","0"
"431","100280P10",100280,-0.664068957076482,-0.794260480252481,2.99878852409909,"Forest and natural","Water","1","1","0","0",-0.176845679060496,-0.451067228429549,778.709316802085,0,0,1.04146736216795,"0","0"
"432","100310P01",100310,-0.462352763036824,-1.41500363237048,2.13213935435249,"Agriculture","Agriculture","0","0","0","1",-0.161508797886989,-0.767375335772681,1200.64164240301,0,0,1.3382051019779,"0","0"
"433","100310P02",100310,-0.423930630838794,-0.276393253266891,1.69830563173639,"Forest and natural","Agriculture","0","1","0","1",-0.155508757179484,-0.812688020626908,1459.00854124809,0,0,1.47178019488008,"0","0"
"434","100310P03",100310,-0.446343541287645,-0.728654299177405,0.740232972412743,"Agriculture","Agriculture","0","0","0","1",-0.143509431722722,-0.83102758683054,871.871149749991,0,0,1.11891435012654,"0","0"
"435","100310P04",100310,-0.532793338733213,-0.636601885407282,4.77353477652323,"Agriculture","Agriculture","0","0","0","1",-0.155508757179484,-0.812688020626908,1431.93368337994,0,0,1.45894268275672,"0","0"
"436","100310P05",100310,-0.510380428284362,-1.38615225083154,3.22356289640883,"Agriculture","Agriculture","0","0","0","1",-0.155508757179484,-0.812688020626908,1760.91029343954,0,0,1.60067624707188,"0","0"
"437","100310P06",100310,-0.475160140436168,-0.0495380012240102,0.190670369183442,"Agriculture","Agriculture","0","0","0","1",-0.161662257413731,-0.807937525238689,2478.40410772911,0,0,1.83491733591233,"0","0"
"438","100310P07",100310,-0.420728786488958,-0.35666517381625,0.713544364560952,"Agriculture","Agriculture","0","0","0","1",-0.161662257413731,-0.807937525238689,2557.64458347512,0,0,1.85648655363227,"0","0"
"439","100310P08",100310,-0.446343541287645,-1.09827634327393,2.19927326428106,"Agriculture","Agriculture","0","0","0","1",-0.161662257413731,-0.807937525238689,2479.10796481767,0,0,1.83511194454755,"0","0"
"440","100310P09",100310,-0.50397673958469,-0.441369103460576,0.908454256329216,"Forest and natural","Agriculture","0","1","0","1",-0.155508757179484,-0.812688020626908,1790.08923219774,0,0,1.61193966111067,"0","0"
"441","100310P10",100310,-0.523187805683705,-0.886030018352765,3.08575196449688,"Agriculture","Agriculture","0","0","0","1",-0.157530945524287,-0.768310970305321,1945.38815008361,0,0,1.66895794126795,"0","0"
"442","100400P01",100400,-0.497573050885019,-1.06120564513734,0.754363873733015,"Agriculture","Agriculture","0","0","0","1",-0.155836087105946,-0.850535610273167,154.979173342303,4041.49500004668,4041.49500004668,-0.0649228214492958,"2","1"
"443","100400P02",100400,-0.391912187340436,-1.19298504231008,0.530255170627867,"Agriculture","Agriculture","0","0","0","1",-0.166890464738046,-0.865569398106016,301.684357205974,0,1347.23500003479,0.391581270459501,"0","1"
"444","100400P03",100400,-0.443141696937809,-0.97450348662575,0.971577395298256,"Agriculture","Agriculture","0","0","0","1",-0.1416656495272,-0.928778808214001,1009.45255983426,0,0,1.21933282647612,"0","0"
"445","100400P04",100400,-0.471958296086332,-0.597853924173283,5.12498902547102,"Agriculture","Agriculture","0","0","0","1",-0.166890464738046,-0.865569398106016,782.76753436092,0,0,1.04502975779486,"0","0"
"446","100400P05",100400,-0.510380428284362,-0.720938126226477,0.0689699779257583,"Agriculture","Agriculture","0","0","0","1",-0.1416656495272,-0.928778808214001,700.388645896632,0,0,0.968818761632768,"0","0"
"447","100400P06",100400,-0.561609937881735,-0.842373403796288,0.698955137180871,"Agriculture","Agriculture","0","0","0","1",-0.150055274293759,-0.909128093989583,710.473907963393,0,0,0.978617073856516,"0","0"
"448","100400P07",100400,-0.443141696937809,-0.618289525573499,0.84623917679669,"Agriculture","Agriculture","0","0","0","1",-0.171456452626852,-0.786077818713553,789.874049214435,0,0,1.05122375870655,"0","0"
"449","100400P08",100400,-0.455949074337153,-0.0331651436409346,-0.137472300589787,"Agriculture","Agriculture","0","0","0","1",-0.171456452626852,-0.786077818713553,1050.33720499274,0,0,1.24654327979393,"0","0"
"450","100400P09",100400,-0.462352763036824,-0.724717183626676,0.0540940133486333,"Agriculture","Agriculture","0","0","0","1",-0.171747496556877,-0.813551549619893,670.253028892059,0,0,0.938677075313739,"0","0"
"451","100400P10",100400,-0.401517720389943,-1.13410374571393,0.0731172194096776,"Agriculture","Agriculture","0","0","0","1",-0.171747496556877,-0.813551549619893,192.323776220966,1347.23500003479,4041.49500004668,0.0830367309703027,"1","1"
"452","100525P01",100525,-0.683280023175497,-1.0844654165093,1.08114735012822,"Agriculture","Agriculture","0","0","0","1",-0.167487671763268,-0.961830510731718,41.3307986978939,821.030000032857,821.030000032857,-0.970735999788,"1","1"
"453","100525P02",100525,-0.664068957076482,-1.08931827842001,0.557114528279679,"Agriculture","Agriculture","0","0","0","1",-0.163345776458172,-0.942726669244807,526.881505711508,0,0,0.773727684194136,"0","0"
"454","100525P03",100525,-0.641656046627631,-1.31617040758516,0.943476907521542,"Agriculture","Agriculture","0","0","0","1",-0.163345776458172,-0.942726669244807,353.7231218476,0,821.030000032857,0.500642932742543,"0","1"
"455","100525P04",100525,-0.648059735327303,-0.93998026098426,0.899651639516202,"Agriculture","Agriculture","0","0","0","1",-0.15940345413366,-0.927397292136442,639.539799486525,0,0,0.90652982073942,"0","0"
"456","100525P05",100525,-0.625646824878452,-0.805029626517353,1.67947474119575,"Agriculture","Agriculture","0","0","0","1",-0.15940345413366,-0.927397292136442,655.546975771564,0,0,0.923472393983877,"0","0"
"457","100525P06",100525,-0.667270801426318,-0.567411001029251,1.16900106587348,"Agriculture","Agriculture","0","0","0","1",-0.15940345413366,-0.927397292136442,1233.02459694933,0,0,1.3564450031973,"0","0"
"458","100525P07",100525,-0.657665268376811,-0.669542164864367,0.689384813051442,"Agriculture","Agriculture","0","0","0","1",-0.15940345413366,-0.927397292136442,1478.4985267222,0,0,1.48087472705711,"0","0"
"459","100525P08",100525,-0.670472645776154,-0.781838385796377,1.01608817862848,"Agriculture","Agriculture","0","0","0","1",-0.15481403153881,-0.950193284750298,1077.51396856836,0,0,1.26405067352284,"0","0"
"460","100525P09",100525,-0.670472645776154,-1.42740445972896,0.733604802119525,"Agriculture","Agriculture","0","0","0","1",-0.155361345318835,-0.9682088103962,846.259432698287,0,0,1.09848022284803,"0","0"
"461","100525P10",100525,-0.660867112726646,-0.246760409110393,2.20613875427243,"Agriculture","Agriculture","0","0","0","1",-0.15481403153881,-0.950193284750298,1094.20161873517,0,0,1.2745834333662,"0","0"
"462","100685P01",100685,-0.692885556225005,-1.01908778354123,-0.838460532677407,"Agriculture","Agriculture","0","1","1","1",-0.0811360716702442,-1.16945124505337,14.8339125593227,330700.190222986,737995.335002076,-1.67300702056014,"4","4"
"463","100685P02",100685,-0.654463424026975,-1.23402618671165,3.17229193875468,"Agriculture","Agriculture","0","0","0","1",-0.107852392527534,-1.10240460399768,28.6502534818212,1754.690000006,73970.5449999718,-1.22187894652079,"1","3"
"464","100685P03",100685,-0.648059735327303,-1.32318382044289,0.563493381021942,"Agriculture","Agriculture","0","0","1","1",-0.0982985920409944,-1.1398684271121,26.3537285331008,24448.9432801766,179868.227656394,-1.27914153568842,"3","4"
"465","100685P04",100685,-0.654463424026975,-0.902676638207688,4.14993476989339,"Agriculture","Agriculture","0","0","0","1",-0.103550234071356,-1.10358522361686,534.232173310864,0,0,0.783223083089723,"0","0"
"466","100685P05",100685,-0.67367449012599,-1.36301132147247,0.316446978294644,"Agriculture","Agriculture","0","0","1","1",-0.103550234071356,-1.10358522361686,189.967493736637,23212.7558707222,137627.537521685,0.0745882258857807,"3","4"
"467","100685P06",100685,-0.71209662232402,-0.350031055478299,-0.56496603746636,"Urban","Agriculture","0","1","1","1",-0.0881188581153825,-1.12843948189131,23.3139899139394,342760.704761188,1517741.54729338,-1.36313520284453,"4","4"
"468","100685P07",100685,-0.721702155373527,-0.555316230702231,1.48933062159233,"Agriculture","Agriculture","0","0","0","1",-0.069895728306238,-1.15337149252479,346.537068332059,0,360014.202560133,0.486576380900788,"0","4"
"469","100685P08",100685,-0.721702155373527,-0.111720682545146,-0.0442460278137315,"Agriculture","Agriculture","0","1","1","1",-0.0982985920409944,-1.1398684271121,20.8212736431527,193990.398028817,531742.62000162,-1.44063328261351,"4","4"
"470","100685P09",100685,-0.718500311023692,-0.143112472569706,0.913854164253172,"Agriculture","Agriculture","0","1","0","1",-0.0776291813033004,-1.17168673396805,52.5720253390367,2862.46499994304,12714.9249999858,-0.805857495874669,"2","2"
"471","100685P10",100685,-0.718500311023692,-0.0557300371831846,1.09759563321057,"Agriculture","Agriculture","0","1","0","1",-0.0811360716702442,-1.16945124505337,423.206900829216,0,80593.2208582438,0.623557920342621,"0","4"
"472","100691P01",100691,-0.459150918686988,-0.725855847905447,0.533171518765042,"Agriculture","Agriculture","0","0","0","1",-0.165841950631799,-0.65049529658586,678.090204617173,0,0,0.946644269661243,"0","0"
"473","100691P02",100691,-0.574417315281079,-0.754256904470077,3.25993003239008,"Agriculture","Agriculture","0","0","0","1",-0.163325365585154,-0.630170004632014,905.064306777821,0,0,1.14452194705268,"0","0"
