"","ACCNIS","BUTBUT","MILMIG","ACCGEN","CIRCYA","ATHNOC","FALSUB","CIRAER","ASIOTU","STRALU","CIRPYG","MILMIL","CIRGAL","FALPER","GYPFUL","FALTIN","PERAPI"
"170971P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170971P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170971P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170971P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170971P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171096P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171096P02",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171096P03",0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"171096P04",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171096P05",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171096P06",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171096P07",0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"171096P08",0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"171096P09",0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"171096P10",0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"171359P01",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171359P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"171359P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171359P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171359P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171359P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171359P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171359P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171359P09",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"171359P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P02",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180261P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P04",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180978P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"190051P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190051P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190051P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190051P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190051P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190051P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190051P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190051P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190051P09",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190051P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190128P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190293P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190293P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190293P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190293P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190293P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190293P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190293P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190293P08",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"190293P09",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"190293P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190295P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190475P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190772P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190772P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190772P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190772P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190772P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190772P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190772P07",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"190772P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190772P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190772P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190820P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190820P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190820P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190820P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190820P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190820P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190820P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"190820P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190820P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190820P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"190873P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190873P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190873P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190873P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190873P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190873P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190873P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"190873P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190873P09",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190873P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"191218P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191218P02",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"191218P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191218P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191218P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"191218P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191218P07",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191218P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191218P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191218P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191246P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P01",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P02",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P03",0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P04",0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P05",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P06",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P08",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191354P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P03",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210074P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210208P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210208P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210208P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210208P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210208P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210208P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210208P07",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"210208P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210208P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210208P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210255P01",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210255P02",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"210255P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210255P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210255P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210255P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210255P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210255P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210255P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210255P10",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P02",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210261P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210372P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210475P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210475P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210475P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210475P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210475P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"210475P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210475P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210475P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"210475P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"210475P10",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"210491P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210491P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210491P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210491P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210491P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210491P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210491P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210491P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210491P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210491P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210521P01",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"210521P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210521P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210521P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210521P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210521P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"210521P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210521P08",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210521P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210521P10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210545P01",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"210545P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210545P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210545P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"210545P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"210545P06",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210545P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"210545P08",0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210545P09",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"210545P10",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210594P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210594P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210594P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210594P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210594P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210594P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210594P07",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"210594P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210594P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210594P10",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"210824P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210824P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210824P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210824P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210824P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210824P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210824P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210824P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210824P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210824P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210895P01",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"210895P02",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210895P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210895P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210895P05",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210895P06",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210895P07",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"210895P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210895P09",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"210895P10",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211037P01",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211037P02",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211037P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211037P04",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211037P05",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211037P06",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211037P07",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"211037P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211037P09",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211037P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211044P01",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211044P02",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211044P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211044P04",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211044P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211044P06",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"211044P07",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211044P08",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211044P09",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211044P10",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211050P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211050P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211050P03",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211050P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211050P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211050P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211050P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211050P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211050P09",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211050P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211057P01",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211057P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"211057P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211057P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211057P05",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"211057P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"211057P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211057P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211057P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211057P10",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"211114P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211114P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211114P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211114P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211114P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211114P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211114P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211114P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211114P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211114P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211176P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211224P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211224P02",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211224P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211224P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"211224P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211224P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211224P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211224P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211224P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"211224P10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211252P01",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211252P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
