"","ACCNIS","BUTBUT","MILMIG","ACCGEN","CIRCYA","ATHNOC","FALSUB","CIRAER","ASIOTU","STRALU","CIRPYG","MILMIL","CIRGAL","FALPER","GYPFUL","FALTIN","PERAPI"
"740135P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740135P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740135P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740135P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740135P08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740135P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740135P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740233P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740233P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740233P03",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"740233P04",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"740233P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740233P06",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740233P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740233P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740233P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740233P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P02",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P04",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P07",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740259P10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740284P10",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740312P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740312P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740312P03",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"740312P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740312P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740312P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740312P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740312P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740312P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740312P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740335P01",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740335P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740335P03",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740335P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740335P05",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"740335P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740335P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740335P08",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740335P09",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740335P10",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740337P01",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740337P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740337P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740337P04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740337P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"740337P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740337P07",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740337P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740337P09",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740337P10",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740413P01",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740413P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740413P03",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740413P04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740413P05",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740413P06",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740413P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740413P08",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740413P09",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"740413P10",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740418P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740418P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740418P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740418P04",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740418P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740418P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740418P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740418P08",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740418P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740418P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740449P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740449P02",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740449P03",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740449P04",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740449P05",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740449P06",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"740449P07",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740449P08",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"740449P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740449P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740463P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740463P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740463P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740463P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740463P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740463P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740463P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740463P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740463P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740463P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740506P01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740506P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740506P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740506P04",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740506P05",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740506P06",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740506P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740506P08",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740506P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740506P10",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740566P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740566P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740566P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740566P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740566P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740566P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740566P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740566P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740566P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740566P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P07",0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P08",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P09",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740581P10",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P04",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P05",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740609P10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740613P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740613P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740613P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740613P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740613P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740613P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740613P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740613P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740613P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740613P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740628P01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740628P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740628P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740628P04",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740628P05",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740628P06",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"740628P07",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740628P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740628P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740628P10",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P03",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P06",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P07",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P09",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740633P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740726P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740726P02",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"740726P03",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740726P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740726P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740726P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740726P07",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740726P08",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740726P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740726P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740750P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740750P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740750P03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740750P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740750P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740750P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740750P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740750P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740750P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740750P10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P06",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740755P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740827P01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740827P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740827P03",0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740827P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740827P05",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740827P06",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740827P07",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740827P08",0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"740827P09",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740827P10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740864P01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740864P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740864P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740864P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740864P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740864P06",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740864P07",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740864P08",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740864P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740864P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P03",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P07",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P08",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P09",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740886P10",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740905P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740905P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740905P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740905P04",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740905P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740905P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740905P07",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740905P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740905P09",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"740905P10",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"740907P01",1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740907P02",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740907P03",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740907P04",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740907P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740907P06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740907P07",0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"740907P08",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740907P09",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740907P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P05",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740938P10",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740979P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740979P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740979P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740979P04",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740979P05",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740979P06",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740979P07",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740979P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740979P09",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740979P10",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740981P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740981P02",0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740981P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740981P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740981P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740981P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740981P07",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740981P08",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740981P09",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"740981P10",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741051P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741051P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741051P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741051P04",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"741051P05",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741051P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741051P07",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"741051P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741051P09",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741051P10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741122P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"741122P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741122P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741122P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741122P05",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741122P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741122P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"741122P08",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741122P09",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741122P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750005P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750005P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750005P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750005P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750005P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750005P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750005P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750005P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750008P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750008P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750008P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"750008P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750008P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750008P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750008P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750008P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750008P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750008P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750015P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750018P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750018P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750018P03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750018P04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750018P05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"750018P06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750018P07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750018P08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750018P09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750018P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750023P01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750023P02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
